Internal code for this file,Country Code,Country name,Year,Gas/Scope,CRF code,Description as in CRF,Sector_code,Sector_name,Colum,Row,Unit,Emissions - MS [kt],Emissions - EEA [kt],Emissions with notation key [kt],Emissions,Notation key,Source,Description test,Check,Manually,Final check
IE_2023_ETS_1,IE,Ireland,2023,ETS,1,1. Energy,1,1 - Energy,L,8,Gg CO2 equivalent,10250.78595,10250.8,"10,250.80",10250.80,,EEA,1. Energy,TRUE,,TRUE
IE_2023_ETS_1A,IE,Ireland,2023,ETS,1A,A. Fuel combustion (sectoral approach),1.AA,1.AA - Fuel Combustion - Sectoral approach,L,9,Gg CO2 equivalent,10250.78595,10250.8,"10,250.80",10250.80,,EEA,A. Fuel combustion (sectoral approach),TRUE,,TRUE
IE_2023_ETS_1A1,IE,Ireland,2023,ETS,1A1,1.  Energy industries,1.A.1,1.A.1 - Energy Industries,L,10,Gg CO2 equivalent,7163.23194,7163.23,"7,163.23",7163.23,,EEA,1.  Energy industries,TRUE,,TRUE
IE_2023_ETS_1A2,IE,Ireland,2023,ETS,1A2,2.  Manufacturing industries and construction,1.A.2,1.A.2 - Manufacturing Industries and Construction,L,11,Gg CO2 equivalent,3069.76627,3069.77,"3,069.77",3069.77,,EEA,2.  Manufacturing industries and construction,TRUE,,TRUE
IE_2023_ETS_1A3,IE,Ireland,2023,ETS,1A3,3.  Transport,1.A.3,1.A.3 - Transport,L,12,Gg CO2 equivalent,0,0,0,0.00,,MS data,3.  Transport (3),FALSE,1,TRUE
IE_2023_ETS_1A4,IE,Ireland,2023,ETS,1A4,4.  Other sectors,1.A.4,1.A.4 - Other Sectors,L,13,Gg CO2 equivalent,17.78773,17.7877,17.79,17.79,,EEA,4.  Other sectors,TRUE,,TRUE
IE_2023_ETS_1A5,IE,Ireland,2023,ETS,1A5,5.  Other,1.A.5,1.A.5 - Other Other Sectors,L,14,Gg CO2 equivalent,0,,,,,EEA,5.  Other,TRUE,,TRUE
IE_2023_ETS_1B,IE,Ireland,2023,ETS,1B,B. Fugitive emissions from fuels,1.B,1.B - Fugitive Emissions from Fuels,L,15,Gg CO2 equivalent,0,,,,,EEA,B. Fugitive emissions from fuels,TRUE,,TRUE
IE_2023_ETS_1B1,IE,Ireland,2023,ETS,1B1,1.  Solid fuels,1.B.1,1.B.1 - Solid Fuels,L,16,Gg CO2 equivalent,0,,,,,EEA,1.  Solid fuels,TRUE,,TRUE
IE_2023_ETS_1B2,IE,Ireland,2023,ETS,1B2,2.  Oil and natural gas,1.B.2,1.B.2 - Oil and Natural Gas and Other Emissions from Energy Production,L,17,Gg CO2 equivalent,0,,,,,EEA,2.  Oil and natural gas,TRUE,,TRUE
IE_2023_ETS_1C,IE,Ireland,2023,ETS,1C,C. CO2 transport and storage,1.C,1.C - CO2 Transport and Storage,L,18,Gg CO2 equivalent,0,,,,,EEA,C. CO2 transport and storage,TRUE,,TRUE
IE_2023_ETS_2,IE,Ireland,2023,ETS,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,L,19,Gg CO2 equivalent,1933.88762,1933.89,"1,933.89",1933.89,,EEA,2.  Industrial processes and product use,TRUE,,TRUE
IE_2023_ETS_2A,IE,Ireland,2023,ETS,2A,A.  Mineral industry,2.A,2.A - Mineral Industry,L,20,Gg CO2 equivalent,1933.88762,1933.89,"1,933.89",1933.89,,EEA,A.  Mineral industry,TRUE,,TRUE
IE_2023_ETS_2B,IE,Ireland,2023,ETS,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,L,21,Gg CO2 equivalent,0,NO,NO,,NO,EEA,B.  Chemical industry,TRUE,,TRUE
IE_2023_ETS_2C,IE,Ireland,2023,ETS,2C,C.  Metal industry,2.C,2.C - Metal Industry,L,22,Gg CO2 equivalent,0,NO,NO,,NO,EEA,C.  Metal industry,TRUE,,TRUE
IE_2023_ETS_2D,IE,Ireland,2023,ETS,2D,D.  Non-energy products from fuels and solvent use,2.D,2.D - Non-energy Products from Fuels and Solvent Use,L,23,Gg CO2 equivalent,0,,,,,EEA,D.  Non-energy products from fuels and solvent use,TRUE,,TRUE
IE_2023_ETS_2E,IE,Ireland,2023,ETS,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,L,24,Gg CO2 equivalent,0,,,,,EEA,E.  Electronic Industry ,TRUE,,TRUE
IE_2023_ETS_2F,IE,Ireland,2023,ETS,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,L,25,Gg CO2 equivalent,0,,,,,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
IE_2023_ETS_2G,IE,Ireland,2023,ETS,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,L,26,Gg CO2 equivalent,0,,,,,EEA,G.  Other product manufacture and use ,TRUE,,TRUE
IE_2023_ETS_2H,IE,Ireland,2023,ETS,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,L,27,Gg CO2 equivalent,0,NO,NO,,NO,EEA,H.  Other ,TRUE,,TRUE
IE_2023_ETS_3,IE,Ireland,2023,ETS,3,3.  Agriculture,3,3 - Agriculture,L,28,Gg CO2 equivalent,0,,,,,EEA,3.  Agriculture,TRUE,,TRUE
IE_2023_ETS_3A,IE,Ireland,2023,ETS,3A,A.  Enteric fermentation,3.A,3.A - Enteric Fermentation,L,29,Gg CO2 equivalent,0,,,,,EEA,A.  Enteric fermentation,TRUE,,TRUE
IE_2023_ETS_3B,IE,Ireland,2023,ETS,3B,B.  Manure management,3.B,3.B - Manure Management,L,30,Gg CO2 equivalent,0,,,,,EEA,B.  Manure management,TRUE,,TRUE
IE_2023_ETS_3C,IE,Ireland,2023,ETS,3C,C.  Rice cultivation,3.C,3.C - Rice Cultivation,L,31,Gg CO2 equivalent,0,,,,,EEA,C.  Rice cultivation,TRUE,,TRUE
IE_2023_ETS_3D,IE,Ireland,2023,ETS,3D,D.  Agricultural soils,3.D,3.D - Agricultural Soils,L,32,Gg CO2 equivalent,0,,,,,EEA,D.  Agricultural soils,TRUE,,TRUE
IE_2023_ETS_3E,IE,Ireland,2023,ETS,3E,E.  Prescribed burning of savannas,3.E,3.E - Prescribed Burning of Savannas,L,33,Gg CO2 equivalent,0,,,,,EEA,E.  Prescribed burning of savannas,TRUE,,TRUE
IE_2023_ETS_3F,IE,Ireland,2023,ETS,3F,F.  Field burning of agricultural residues,3.F,3.F - Field Burning of Agricultural Residues,L,34,Gg CO2 equivalent,0,,,,,EEA,F.  Field burning of agricultural residues,TRUE,,TRUE
IE_2023_ETS_3G,IE,Ireland,2023,ETS,3G,G. Liming,3.G,3.G - Liming,L,35,Gg CO2 equivalent,0,,,,,EEA,G. Liming,TRUE,,TRUE
IE_2023_ETS_3H,IE,Ireland,2023,ETS,3H,H. Urea application,3.H,3.H - Urea Application,L,36,Gg CO2 equivalent,0,,,,,EEA,H. Urea application,TRUE,,TRUE
IE_2023_ETS_3I,IE,Ireland,2023,ETS,3I,I.  Other carbon-containing fertilizers,3.I,3.I - Other Carbon-containing Fertilizers,L,37,Gg CO2 equivalent,0,,,,,EEA,I.  Other carbon-containing fertilizers,TRUE,,TRUE
IE_2023_ETS_3J,IE,Ireland,2023,ETS,3J,J.  Other ,3.J,3.J - Other agriculture emissions,L,38,Gg CO2 equivalent,0,,,,,EEA,J.  Other ,TRUE,,TRUE
IE_2023_ETS_5,IE,Ireland,2023,ETS,5,5.  Waste,5,5 - Waste management,L,48,Gg CO2 equivalent,0,,,,,EEA,5.  Waste,TRUE,,TRUE
IE_2023_ETS_5A,IE,Ireland,2023,ETS,5A,A.  Solid waste disposal ,5.A,5.A - Solid Waste Disposal,L,49,Gg CO2 equivalent,0,,,,,EEA,A.  Solid waste disposal ,FALSE,,FALSE
IE_2023_ETS_5B,IE,Ireland,2023,ETS,5B,B.  Biological treatment of solid waste,5.B,5.B - Biological Treatment of Solid Waste,L,50,Gg CO2 equivalent,0,,,,,EEA,B.  Biological treatment of solid waste,TRUE,,TRUE
IE_2023_ETS_5C,IE,Ireland,2023,ETS,5C,C.  Incineration and open burning of waste,5.C,5.C - Incineration and Open Burning of Waste,L,51,Gg CO2 equivalent,0,,,,,EEA,C.  Incineration and open burning of waste,TRUE,,TRUE
IE_2023_ETS_5D,IE,Ireland,2023,ETS,5D,D.  Waste water treatment and discharge,5.D,5.D - Wastewater Treatment and Discharge,L,52,Gg CO2 equivalent,0,,,,,EEA,D.  Waste water treatment and discharge,TRUE,,TRUE
IE_2023_ETS_5E,IE,Ireland,2023,ETS,5E,E.  Other ,5.E,5.E - Other Disposal,L,53,Gg CO2 equivalent,0,,,,,EEA,E.  Other ,FALSE,,FALSE
IE_2023_ETS_6,IE,Ireland,2023,ETS,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
IE_2023_non-ETS_1,IE,Ireland,2023,non-ETS,1,1. Energy,1,1 - Energy,M,8,Gg CO2 equivalent,21134.27413,21134.3,"21,134.30",21134.30,,EEA,1. Energy,TRUE,,TRUE
IE_2023_non-ETS_1A,IE,Ireland,2023,non-ETS,1A,A. Fuel combustion (sectoral approach),1.AA,1.AA - Fuel Combustion - Sectoral approach,M,9,Gg CO2 equivalent,21042.97026,21043,"21,043.00",21043.00,,EEA,A. Fuel combustion (sectoral approach),TRUE,,TRUE
IE_2023_non-ETS_1A1,IE,Ireland,2023,non-ETS,1A1,1.  Energy industries,1.A.1,1.A.1 - Energy Industries,M,10,Gg CO2 equivalent,590.7881,590.788,590.79,590.79,,EEA,1.  Energy industries,TRUE,,TRUE
IE_2023_non-ETS_1A2,IE,Ireland,2023,non-ETS,1A2,2.  Manufacturing industries and construction,1.A.2,1.A.2 - Manufacturing Industries and Construction,M,11,Gg CO2 equivalent,1063.55876,1063.56,"1,063.56",1063.56,,EEA,2.  Manufacturing industries and construction,TRUE,,TRUE
IE_2023_non-ETS_1A3,IE,Ireland,2023,non-ETS,1A3,3.  Transport,1.A.3,1.A.3 - Transport,M,12,Gg CO2 equivalent,11790.81738,11790.8,"11,790.80",11790.80,,EEA,3.  Transport (3),FALSE,1,TRUE
IE_2023_non-ETS_1A4,IE,Ireland,2023,non-ETS,1A4,4.  Other sectors,1.A.4,1.A.4 - Other Sectors,M,13,Gg CO2 equivalent,7597.80602,7597.81,"7,597.81",7597.81,,EEA,4.  Other sectors,TRUE,,TRUE
IE_2023_non-ETS_1A5,IE,Ireland,2023,non-ETS,1A5,5.  Other,1.A.5,1.A.5 - Other Other Sectors,M,14,Gg CO2 equivalent,0,,,,,EEA,5.  Other,TRUE,,TRUE
IE_2023_non-ETS_1B,IE,Ireland,2023,non-ETS,1B,B. Fugitive emissions from fuels,1.B,1.B - Fugitive Emissions from Fuels,M,15,Gg CO2 equivalent,91.30387,91.3039,91.3,91.30,,EEA,B. Fugitive emissions from fuels,TRUE,,TRUE
IE_2023_non-ETS_1B1,IE,Ireland,2023,non-ETS,1B1,1.  Solid fuels,1.B.1,1.B.1 - Solid Fuels,M,16,Gg CO2 equivalent,19.10406,19.1041,19.1,19.10,,EEA,1.  Solid fuels,TRUE,,TRUE
IE_2023_non-ETS_1B2,IE,Ireland,2023,non-ETS,1B2,2.  Oil and natural gas,1.B.2,1.B.2 - Oil and Natural Gas and Other Emissions from Energy Production,M,17,Gg CO2 equivalent,72.19981,72.1998,72.2,72.20,,EEA,2.  Oil and natural gas,TRUE,,TRUE
IE_2023_non-ETS_1C,IE,Ireland,2023,non-ETS,1C,C. CO2 transport and storage,1.C,1.C - CO2 Transport and Storage,M,18,Gg CO2 equivalent,0,,,,,EEA,C. CO2 transport and storage,TRUE,,TRUE
IE_2023_non-ETS_2,IE,Ireland,2023,non-ETS,2,2.  Industrial processes and product use,2,2 - Industrial Processes and Product Use,M,19,Gg CO2 equivalent,919.52704,919.527,919.53,919.53,,EEA,2.  Industrial processes and product use,TRUE,,TRUE
IE_2023_non-ETS_2A,IE,Ireland,2023,non-ETS,2A,A.  Mineral industry,2.A,2.A - Mineral Industry,M,20,Gg CO2 equivalent,0,0,0,0.00,,MS data,A.  Mineral industry,TRUE,,TRUE
IE_2023_non-ETS_2B,IE,Ireland,2023,non-ETS,2B,B.  Chemical industry,2.B,2.B - Chemical Industry,M,21,Gg CO2 equivalent,0,NO,NO,,NO,EEA,B.  Chemical industry,TRUE,,TRUE
IE_2023_non-ETS_2C,IE,Ireland,2023,non-ETS,2C,C.  Metal industry,2.C,2.C - Metal Industry,M,22,Gg CO2 equivalent,0,NO,NO,,NO,EEA,C.  Metal industry,TRUE,,TRUE
IE_2023_non-ETS_2D,IE,Ireland,2023,non-ETS,2D,D.  Non-energy products from fuels and solvent use,2.D,2.D - Non-energy Products from Fuels and Solvent Use,M,23,Gg CO2 equivalent,179.89498,179.895,179.9,179.90,,EEA,D.  Non-energy products from fuels and solvent use,TRUE,,TRUE
IE_2023_non-ETS_2E,IE,Ireland,2023,non-ETS,2E,E.  Electronic Industry ,2.E,2.E - Electronics Industry,M,24,Gg CO2 equivalent,45.49501,45.495,45.5,45.50,,EEA,E.  Electronic Industry ,TRUE,,TRUE
IE_2023_non-ETS_2F,IE,Ireland,2023,non-ETS,2F,F.  Product uses as ODS substitutes ,2.F,2.F - Product Uses as Substitutes for ODS,M,25,Gg CO2 equivalent,647.07465,647.075,647.08,647.08,,EEA,F.  Product uses as ODS substitutes ,TRUE,,TRUE
IE_2023_non-ETS_2G,IE,Ireland,2023,non-ETS,2G,G.  Other product manufacture and use ,2.G,2.G - Other Product Manufacture and Use,M,26,Gg CO2 equivalent,47.0624,47.0624,47.06,47.06,,MS data,G.  Other product manufacture and use ,TRUE,,TRUE
IE_2023_non-ETS_2H,IE,Ireland,2023,non-ETS,2H,H.  Other ,2.H,2.H - Other Industrial Process and Product Use,M,27,Gg CO2 equivalent,0,NO,NO,,NO,EEA,H.  Other ,TRUE,,TRUE
IE_2023_non-ETS_3,IE,Ireland,2023,non-ETS,3,3.  Agriculture,3,3 - Agriculture,M,28,Gg CO2 equivalent,0,,,,,EEA,3.  Agriculture,TRUE,,TRUE
IE_2023_non-ETS_3A,IE,Ireland,2023,non-ETS,3A,A.  Enteric fermentation,3.A,3.A - Enteric Fermentation,M,29,Gg CO2 equivalent,0,,,,,EEA,A.  Enteric fermentation,TRUE,,TRUE
IE_2023_non-ETS_3B,IE,Ireland,2023,non-ETS,3B,B.  Manure management,3.B,3.B - Manure Management,M,30,Gg CO2 equivalent,0,,,,,EEA,B.  Manure management,TRUE,,TRUE
IE_2023_non-ETS_3C,IE,Ireland,2023,non-ETS,3C,C.  Rice cultivation,3.C,3.C - Rice Cultivation,M,31,Gg CO2 equivalent,0,,,,,EEA,C.  Rice cultivation,TRUE,,TRUE
IE_2023_non-ETS_3D,IE,Ireland,2023,non-ETS,3D,D.  Agricultural soils,3.D,3.D - Agricultural Soils,M,32,Gg CO2 equivalent,0,,,,,EEA,D.  Agricultural soils,TRUE,,TRUE
IE_2023_non-ETS_3E,IE,Ireland,2023,non-ETS,3E,E.  Prescribed burning of savannas,3.E,3.E - Prescribed Burning of Savannas,M,33,Gg CO2 equivalent,0,,,,,EEA,E.  Prescribed burning of savannas,TRUE,,TRUE
IE_2023_non-ETS_3F,IE,Ireland,2023,non-ETS,3F,F.  Field burning of agricultural residues,3.F,3.F - Field Burning of Agricultural Residues,M,34,Gg CO2 equivalent,0,,,,,EEA,F.  Field burning of agricultural residues,TRUE,,TRUE
IE_2023_non-ETS_3G,IE,Ireland,2023,non-ETS,3G,G. Liming,3.G,3.G - Liming,M,35,Gg CO2 equivalent,0,,,,,EEA,G. Liming,TRUE,,TRUE
IE_2023_non-ETS_3H,IE,Ireland,2023,non-ETS,3H,H. Urea application,3.H,3.H - Urea Application,M,36,Gg CO2 equivalent,0,,,,,EEA,H. Urea application,TRUE,,TRUE
IE_2023_non-ETS_3I,IE,Ireland,2023,non-ETS,3I,I.  Other carbon-containing fertilizers,3.I,3.I - Other Carbon-containing Fertilizers,M,37,Gg CO2 equivalent,0,,,,,EEA,I.  Other carbon-containing fertilizers,TRUE,,TRUE
IE_2023_non-ETS_3J,IE,Ireland,2023,non-ETS,3J,J.  Other ,3.J,3.J - Other agriculture emissions,M,38,Gg CO2 equivalent,0,,,,,EEA,J.  Other ,TRUE,,TRUE
IE_2023_non-ETS_5,IE,Ireland,2023,non-ETS,5,5.  Waste,5,5 - Waste management,M,48,Gg CO2 equivalent,0,,,,,EEA,5.  Waste,TRUE,,TRUE
IE_2023_non-ETS_5A,IE,Ireland,2023,non-ETS,5A,A.  Solid waste disposal ,5.A,5.A - Solid Waste Disposal,M,49,Gg CO2 equivalent,0,,,,,EEA,A.  Solid waste disposal ,FALSE,,FALSE
IE_2023_non-ETS_5B,IE,Ireland,2023,non-ETS,5B,B.  Biological treatment of solid waste,5.B,5.B - Biological Treatment of Solid Waste,M,50,Gg CO2 equivalent,0,,,,,EEA,B.  Biological treatment of solid waste,TRUE,,TRUE
IE_2023_non-ETS_5C,IE,Ireland,2023,non-ETS,5C,C.  Incineration and open burning of waste,5.C,5.C - Incineration and Open Burning of Waste,M,51,Gg CO2 equivalent,0,,,,,EEA,C.  Incineration and open burning of waste,TRUE,,TRUE
IE_2023_non-ETS_5D,IE,Ireland,2023,non-ETS,5D,D.  Waste water treatment and discharge,5.D,5.D - Wastewater Treatment and Discharge,M,52,Gg CO2 equivalent,0,,,,,EEA,D.  Waste water treatment and discharge,TRUE,,TRUE
IE_2023_non-ETS_5E,IE,Ireland,2023,non-ETS,5E,E.  Other ,5.E,5.E - Other Disposal,M,53,Gg CO2 equivalent,0,,,,,EEA,E.  Other ,FALSE,,FALSE
IE_2023_non-ETS_6,IE,Ireland,2023,non-ETS,6,6.  Other (as specified in summary 1.A),6,6 - Other Sector,B,54,Gg CO2 equivalent,0,NO,NO,,NO,EEA,6.  Other (as specified in summary 1.A),TRUE,,TRUE
IE_2023_CO2_1D1,IE,Ireland,2023,CO2,1D1,International bunkers,1.D.1,1.D.1 - International Bunkers,B,57,Gg CO2 equivalent,3802.3583,3802.354,"3,802.35",3802.35,,EEA,International bunkers,TRUE,,TRUE
IE_2023_CO2_1D1a,IE,Ireland,2023,CO2,1D1a,Aviation,1.D.1.a,1.D.1.a - International Aviation,B,58,Gg CO2 equivalent,3404.72478,3404.72,"3,404.72",3404.72,,EEA,Aviation,TRUE,,TRUE
IE_2023_CO2_1D1b,IE,Ireland,2023,CO2,1D1b,Navigation,1.D.1.b,1.D.1.b - International Navigation,B,59,Gg CO2 equivalent,397.63352,397.634,397.63,397.63,,EEA,Navigation,TRUE,,TRUE
IE_2023_CO2_1D3,IE,Ireland,2023,CO2,1D3,CO2 emissions from biomass,1.D.3,1.D.3 - CO2 emissions from biomass,B,61,Gg CO2 equivalent,2757.44663,2757.45,"2,757.45",2757.45,,EEA,CO2 emissions from biomass,TRUE,,TRUE
IE_2023_CO2_Captured,IE,Ireland,2023,CO2,Captured,CO2 captured,,,B,62,Gg CO2 equivalent,0,"NO,IE","NO,IE",,"NO,IE",EEA,CO2 captured,TRUE,,TRUE
IE_2023_CH4_1D1,IE,Ireland,2023,CH4,1D1,International bunkers,1.D.1,1.D.1 - International Bunkers,C,57,Gg CO2 equivalent,1.71397,1.71397,1.71,1.71,,MS data,International bunkers,TRUE,,TRUE
IE_2023_CH4_1D1a,IE,Ireland,2023,CH4,1D1a,Aviation,1.D.1.a,1.D.1.a - International Aviation,C,58,Gg CO2 equivalent,0.6511,0.6511,0.65,0.65,,MS data,Aviation,TRUE,,TRUE
IE_2023_CH4_1D1b,IE,Ireland,2023,CH4,1D1b,Navigation,1.D.1.b,1.D.1.b - International Navigation,C,59,Gg CO2 equivalent,1.06287,1.06287,1.06,1.06,,MS data,Navigation,TRUE,,TRUE
IE_2023_N2O_1D1,IE,Ireland,2023,N2O,1D1,International bunkers,1.D.1,1.D.1 - International Bunkers,D,57,Gg CO2 equivalent,27.40248,27.40249,27.4,27.40,,EEA,International bunkers,TRUE,,TRUE
IE_2023_N2O_1D1a,IE,Ireland,2023,N2O,1D1a,Aviation,1.D.1.a,1.D.1.a - International Aviation,D,58,Gg CO2 equivalent,24.5284,24.5284,24.53,24.53,,MS data,Aviation,TRUE,,TRUE
IE_2023_N2O_1D1b,IE,Ireland,2023,N2O,1D1b,Navigation,1.D.1.b,1.D.1.b - International Navigation,D,59,Gg CO2 equivalent,2.87409,2.87409,2.87,2.87,,MS data,Navigation,TRUE,,TRUE
IE_2023_Total_1D1,IE,Ireland,2023,Total,1D1,International bunkers,1.D.1,1.D.1 - International Bunkers,J,57,Gg CO2 equivalent,3831.47475,3831.47046,"3,831.47",3831.47,,EEA,International bunkers,TRUE,,TRUE
IE_2023_Total_1D1a,IE,Ireland,2023,Total,1D1a,Aviation,1.D.1.a,1.D.1.a - International Aviation,J,58,Gg CO2 equivalent,3429.90427,3429.9,"3,429.90",3429.90,,EEA,Aviation,TRUE,,TRUE
IE_2023_Total_1D1b,IE,Ireland,2023,Total,1D1b,Navigation,1.D.1.b,1.D.1.b - International Navigation,J,59,Gg CO2 equivalent,401.57048,401.57,401.57,401.57,,EEA,Navigation,TRUE,,TRUE
